cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-4AA45CA4DDF2;45314,38;60;1,5634;20,4611;1169,52;2021-09-19;2026-09-19;54;6648,63;inadimplente;1169,52;2025-04-20;
ANON-8CE6374A7E79;58317,84;24;1,747;23,1004;2995,67;2021-09-21;2023-09-21;24;0,0;ativo;0,0;;
ANON-C1FEEB757768;102602,49;72;1,6676;21,9525;2458,29;2021-09-22;2027-09-22;54;37954,91;ativo;0,0;;
ANON-3D6EA49085A7;16077,81;36;2,0459;27,5107;635,44;2021-09-25;2024-09-25;36;0,0;liquidado;0,0;2024-01-11;2025-11-09
ANON-53B8411EBBC4;42349,16;60;1,6733;22,0346;1123,87;2021-09-27;2026-09-27;54;6365,28;inadimplente;1189,6;2024-05-22;
ANON-8F34162BA35F;27552,82;72;1,7796;23,5745;681,79;2021-10-02;2027-10-02;53;10909,92;inadimplente;681,79;2025-07-19;
ANON-E006EA5EEDDE;20099,13;12;1,9354;25,8637;1893,03;2021-10-03;2022-10-03;12;0,0;liquidado;0,0;;
ANON-597723800A22;91967,78;96;2,2627;30,7998;2355,94;2021-10-06;2029-10-06;53;64337,92;ativo;0,0;;
ANON-42B8AC07C6E6;88334,41;60;1,4618;19,023;2221,14;2021-10-07;2026-10-07;53;14677,34;ativo;0,0;;
ANON-C99439BDDE78;89870,32;36;2,0818;28,0501;3572,35;2021-10-10;2024-10-10;36;0,0;ativo;0,0;;
ANON-BB0461BE420C;59718,53;84;1,9284;25,76;1441,32;2021-10-11;2028-10-11;84;0,0;liquidado;0,0;;
ANON-204163AD28DD;137943,98;24;2,1292;28,7654;7400,43;2021-10-11;2023-10-11;24;0,0;ativo;0,0;;
ANON-807070B57557;135471,01;84;1,5982;20,9573;2941,64;2021-10-18;2028-10-18;53;71471,56;ativo;0,0;2024-01-25;2025-05-03
ANON-D27479D355C3;92032,84;72;1,7577;23,2558;2263,11;2021-10-18;2027-10-18;53;36287,94;ativo;0,0;;
ANON-B7CF3FD96B3B;142274,0;48;1,5564;20,3615;4229,78;2021-10-20;2025-10-20;48;0,0;ativo;0,0;;
ANON-18B97ABE7B9C;113399,8;96;2,0303;27,277;2693,48;2021-10-21;2029-10-21;53;76765,71;inadimplente;14528,12;2022-05-06;
ANON-B6A7F96EFF1C;83285,71;96;2,3643;32,3678;2202,86;2021-10-22;2029-10-22;53;59060,55;ativo;0,0;;
ANON-793409637877;104412,71;72;1,8326;24,3489;2622,94;2021-10-26;2027-10-26;53;41765,74;inadimplente;8762,26;2021-12-16;
ANON-78E8DBAA05EC;132997,42;48;2,323;31,7283;4625,81;2021-10-28;2025-10-28;48;0,0;ativo;0,0;;
ANON-519A6A22302E;128304,53;84;2,1772;29,4935;3340,57;2021-11-01;2028-11-01;52;76415,83;ativo;0,0;;
ANON-4CB43D6322F9;37449,44;96;2,0556;27,6563;897,0;2021-11-03;2029-11-03;52;25811,81;ativo;0,0;2022-09-10;2025-12-21
ANON-56894A2622E9;144313,12;24;2,1229;28,6701;7736,63;2021-11-06;2023-11-06;24;0,0;liquidado;0,0;;
ANON-82DA0D474DAF;94966,33;72;1,7919;23,7538;2358,19;2021-11-07;2027-11-07;52;39345,49;ativo;0,0;;
ANON-184264E3FB8B;137967,59;24;1,7281;22,8263;7071,76;2021-11-09;2023-11-09;24;0,0;ativo;0,0;2024-05-01;2025-10-27
ANON-75210FC5D66D;59625,1;72;2,3063;31,4706;1705,39;2021-11-09;2027-11-09;52;27078,6;ativo;0,0;;
ANON-5F3CCAACF0FE;99237,82;84;1,9727;26,4174;2428,26;2021-11-09;2028-11-09;52;57213,9;ativo;0,0;;
ANON-A54EE8D368AD;102961,57;36;1,5224;19,8788;3736,21;2021-11-10;2024-11-10;36;0,0;ativo;0,0;;
ANON-D9400C6AD670;69055,09;96;2,2973;31,3318;1788,48;2021-11-13;2029-11-13;52;49193,68;ativo;0,0;2023-05-10;2025-04-15
ANON-18FCB0ED10EC;5215,55;72;1,9236;25,6889;134,42;2021-11-15;2027-11-15;72;0,0;liquidado;0,0;;
ANON-F335599875CC;15332,46;60;2,0025;26,8615;441,35;2021-11-15;2026-11-15;52;3232,76;ativo;0,0;;
ANON-24C98DB9B071;14889,51;48;1,6708;21,9986;453,49;2021-11-17;2025-11-17;48;0,0;inadimplente;453,49;2024-03-16;
ANON-31693ACD54E0;23341,28;84;2,0818;28,0501;590,53;2021-11-19;2028-11-19;52;13695,45;ativo;0,0;2025-06-20;2025-12-14
ANON-880DCB55E361;143905,31;48;1,7126;22,6019;4421,46;2021-11-25;2025-11-25;48;0,0;ativo;0,0;;
ANON-F01A0B41E03A;143588,77;84;1,4918;19,446;3009,65;2021-12-01;2028-12-01;51;77985,18;inadimplente;15022,68;2022-08-29;
ANON-7A97136D2746;98142,39;48;1,9997;26,8197;3199,43;2021-12-01;2025-12-01;48;0,0;liquidado;0,0;2022-12-09;2025-11-25
ANON-B6BCF491FB0C;74249,94;36;1,6099;21,1246;2733,69;2021-12-05;2024-12-05;36;0,0;ativo;0,0;2022-04-04;2023-08-05
ANON-9C97A8F803EE;1580,23;72;2,1167;28,5764;42,96;2021-12-12;2027-12-12;72;0,0;liquidado;0,0;;
ANON-9FCFAC4EC5D2;88907,8;48;2,0554;27,6532;2931,33;2021-12-15;2025-12-15;48;0,0;ativo;0,0;;
ANON-9DD4BD869434;43444,84;84;2,0687;27,853;1094,79;2021-12-15;2028-12-15;51;25995,18;ativo;0,0;2022-04-22;2023-10-22
ANON-DA06900BF41E;106208,69;12;2,2767;31,0148;10214,49;2021-12-21;2022-12-21;12;0,0;ativo;0,0;;
ANON-7099C6C5DC7A;70094,24;24;2,0704;27,8786;3735,58;2021-12-24;2023-12-24;24;0,0;ativo;0,0;;
ANON-620A3E1D8A73;105955,13;48;2,3612;32,3197;3713,07;2021-12-25;2025-12-25;48;0,0;ativo;0,0;;
ANON-030002FC658D;123420,36;48;1,5365;20,0788;3653,78;2021-12-25;2025-12-25;48;0,0;liquidado;0,0;;
ANON-679714077C44;75257,81;36;2,3911;32,7842;3141,19;2021-12-25;2024-12-25;36;0,0;liquidado;0,0;2025-09-30;2025-10-01
ANON-8E02077AAFAE;59872,19;96;1,984;26,5857;1400,25;2021-12-26;2029-12-26;51;41421,59;inadimplente;2284,03;2025-09-07;
ANON-2FC491810DA1;12846,33;36;2,1828;29,5787;518,91;2021-12-27;2024-12-27;36;0,0;ativo;0,0;;
ANON-32DD5BAD658D;53925,44;72;2,2382;30,4242;1514,69;2022-01-02;2028-01-02;50;26089,72;inadimplente;1638,55;2022-02-09;
ANON-608EC99DA27C;96766,07;72;2,3906;32,7765;2829,73;2022-01-02;2028-01-02;50;47978,15;ativo;0,0;;
ANON-0CF4C9B441C9;10134,31;60;2,1603;29,2367;302,97;2022-01-07;2027-01-07;50;2698,75;ativo;0,0;;
ANON-BB2298149B3C;67344,55;12;1,7584;23,266;6273,96;2022-01-09;2023-01-09;12;0,0;inadimplente;6273,96;2023-04-04;
ANON-713176A5D7B9;130489,01;96;1,7819;23,608;2847,73;2022-01-19;2030-01-19;50;88894,07;ativo;0,0;2022-08-09;2024-03-08
ANON-8B468F39B836;8590,67;24;1,6371;21,5142;435,74;2022-01-19;2024-01-19;24;0,0;ativo;0,0;;
ANON-B4AEA1AECF91;92353,3;72;2,336;31,9293;2662,27;2022-01-20;2028-01-20;50;45394,01;inadimplente;2662,27;2022-01-21;
ANON-F87FA0D08ABF;1095,7;24;1,9793;26,5157;57,8;2022-01-20;2024-01-20;24;0,0;ativo;0,0;;
ANON-AFF6C7B6CBF1;148278,66;48;1,5142;19,7627;4368,9;2022-01-23;2026-01-23;48;0,0;inadimplente;4368,9;2022-01-25;
ANON-34AE7004A422;124189,45;12;2,2627;30,7998;11933,58;2022-01-24;2023-01-24;12;0,0;ativo;0,0;2022-10-26;2025-07-19
ANON-AE25A7B3074F;4799,73;36;2,2486;30,5835;195,91;2022-01-24;2025-01-24;36;0,0;liquidado;0,0;;
ANON-3EE5A4DDBB73;115264,46;60;1,719;22,6945;3094,22;2022-01-27;2027-01-27;50;28207,2;ativo;0,0;2022-09-17;2023-11-30
ANON-89E34B6313E2;75291,41;72;1,6549;21,7699;1797,28;2022-01-27;2028-01-27;50;32916,68;ativo;0,0;;
ANON-25860CAF9962;139112,62;60;2,159;29,217;4157,52;2022-02-02;2027-02-02;49;40323,47;ativo;0,0;;
ANON-C2B6A4E45CDD;40234,28;48;1,8279;24,2801;1266,2;2022-02-06;2026-02-06;48;0,0;ativo;0,0;;
ANON-DAC139101A49;91690,3;84;2,1459;29,0183;2365,03;2022-02-08;2029-02-08;49;57791,83;inadimplente;16276,45;2024-01-08;
ANON-035952EA3442;29814,42;24;2,3798;32,6085;1644,95;2022-02-09;2024-02-09;24;0,0;ativo;0,0;2026-02-05;2026-03-24
ANON-685BEDF736F2;48048,91;96;2,3318;31,8643;1258,02;2022-02-15;2030-02-15;49;35690,75;ativo;0,0;;
ANON-2849958A5CEE;82070,62;72;1,6467;21,652;1954,44;2022-02-16;2028-02-16;72;0,0;liquidado;0,0;;
ANON-73AA27F71C39;31269,29;24;1,9251;25,7111;1639,25;2022-02-16;2024-02-16;24;0,0;ativo;0,0;;
ANON-D74A667154FF;42915,96;36;2,1197;28,6217;1716,25;2022-02-16;2025-02-16;36;0,0;ativo;0,0;;
ANON-14B3313D36E5;36952,72;96;1,7662;23,3794;802,02;2022-02-17;2030-02-17;49;25467,01;inadimplente;802,02;2025-08-07;
ANON-DCAD3997E400;94415,9;36;1,6015;21,0045;3471,33;2022-02-21;2025-02-21;36;0,0;ativo;0,0;2025-07-19;2026-03-25
ANON-CF189375B1A0;131352,78;48;2,1495;29,0729;4413,65;2022-02-21;2026-02-21;48;0,0;inadimplente;4413,65;2024-05-25;
ANON-55E776F9CB71;138717,78;36;1,4056;18,2342;4936,5;2022-02-24;2025-02-24;36;0,0;ativo;0,0;;
ANON-FA5C8A2CA75B;15826,94;24;2,2274;30,259;858,5;2022-02-25;2024-02-25;24;0,0;ativo;0,0;;
ANON-42949226E041;29155,1;48;1,7621;23,3198;905,09;2022-03-02;2026-03-02;48;0,0;ativo;0,0;;
ANON-2CF7835CA9B2;126796,58;48;2,2428;30,4947;4340,67;2022-03-03;2026-03-03;48;0,0;ativo;0,0;;
ANON-51048C46BAE4;138573,57;84;1,8101;24,0196;3222,4;2022-03-08;2029-03-08;84;0,0;liquidado;0,0;;
ANON-FD673E3D58C4;12195,77;48;2,0907;28,1841;404,98;2022-03-11;2026-03-11;48;0,0;liquidado;0,0;;
ANON-03CCCEDA2BCD;121367,25;48;1,5134;19,7514;3575,37;2022-03-12;2026-03-12;48;0,0;liquidado;0,0;2022-06-13;2025-11-08
ANON-A26FDBB9E738;52585,95;36;2,0394;27,4133;2076,17;2022-03-15;2025-03-15;36;0,0;ativo;0,0;;
ANON-1EA2EABB9524;92576,33;96;1,4277;18,5438;1777,52;2022-03-17;2030-03-17;96;0,0;liquidado;0,0;;
ANON-D9AF6BDF8A20;31787,84;24;2,064;27,7824;1692,87;2022-03-17;2024-03-17;24;0,0;ativo;0,0;2025-10-29;2025-12-13
ANON-41E9D469A4DD;11883,15;60;2,1082;28,448;350,87;2022-03-17;2027-03-17;60;0,0;liquidado;0,0;;
ANON-205B20A72D7F;135420,3;72;1,4687;19,1201;3059,95;2022-03-19;2028-03-19;48;61515,49;inadimplente;18224,35;2024-11-18;
ANON-386883804197;90440,72;48;1,4588;18,9807;2633,39;2022-03-19;2026-03-19;48;0,0;ativo;0,0;;
ANON-284665417EF2;54629,97;24;1,7675;23,3983;2812,83;2022-03-20;2024-03-20;24;0,0;ativo;0,0;;
ANON-26A8493781F7;81088,64;84;1,9304;25,7896;1958,31;2022-03-23;2029-03-23;48;50477,64;ativo;0,0;2022-04-21;2025-01-12
ANON-6C89636A33D2;82797,73;36;1,6757;22,0692;3081,64;2022-03-25;2025-03-25;36;0,0;liquidado;0,0;;
ANON-887586E9F6F1;15892,83;48;1,5562;20,3586;472,47;2022-03-28;2026-03-28;48;0,0;ativo;0,0;;
ANON-FD7875E10934;134042,84;36;1,6987;22,401;5007,8;2022-03-28;2025-03-28;36;0,0;ativo;0,0;;
ANON-EBF25473996C;112528,66;96;2,1125;28,513;2746,29;2022-03-29;2030-03-29;96;0,0;liquidado;0,0;;
ANON-B61860D16F25;97611,26;48;2,1314;28,7987;3267,99;2022-03-31;2026-03-31;48;0,0;ativo;0,0;;
ANON-CAFF4489C7F2;147918,43;48;1,5464;20,2194;4388,26;2022-03-31;2026-03-31;48;0,0;ativo;0,0;;
ANON-A708DB0049EE;8946,86;96;1,8573;24,7113;200,42;2022-04-01;2030-04-01;47;6411,35;ativo;0,0;2023-05-09;2026-03-20
ANON-B7B90E5CAA5B;4539,72;24;1,6038;21,0374;229,38;2022-04-02;2024-04-02;24;0,0;ativo;0,0;;
ANON-E85C9A8690F2;119503,2;60;1,5716;20,5778;3090,73;2022-04-02;2027-04-02;47;36085,86;ativo;0,0;;
ANON-EFEB0265C8E7;124543,42;72;2,026;27,2127;3302,46;2022-04-03;2028-04-03;47;64279,11;ativo;0,0;;
ANON-D5B9E1DE95CE;148971,73;24;2,2834;31,1179;8131,42;2022-04-03;2024-04-03;24;0,0;ativo;0,0;;
ANON-E28342084D7A;11694,79;96;1,4543;18,9174;226,79;2022-04-05;2030-04-05;47;7908,02;inadimplente;2119,16;2023-03-01;
ANON-520F58294380;147819,32;24;2,3941;32,8309;8168,61;2022-04-08;2024-04-08;24;0,0;ativo;0,0;;
ANON-CE416E8B3DE7;149856,96;60;1,6264;21,3608;3930,11;2022-04-09;2027-04-09;47;45718,63;ativo;0,0;;
ANON-A81B6CEE04C2;31397,96;84;2,2408;30,4641;833,06;2022-04-12;2029-04-12;47;20801,99;ativo;0,0;;
ANON-FD36387E10B3;100843,88;96;1,9316;25,8074;2317,14;2022-04-16;2030-04-16;96;0,0;liquidado;0,0;;
ANON-6CC32E262E69;140697,22;84;1,872;24,9275;3336,39;2022-04-18;2029-04-18;47;88495,09;ativo;0,0;;
ANON-2C46299FDD84;44492,27;60;2,0919;28,2022;1308,59;2022-04-19;2027-04-19;47;14760,81;ativo;0,0;;
ANON-8412A31C4E50;73036,83;48;1,6102;21,1289;2196,25;2022-04-20;2026-04-20;48;0,0;liquidado;0,0;2026-03-08;2026-03-29
ANON-B47F591142D5;127689,1;84;2,0163;27,0676;3166,64;2022-04-22;2029-04-22;47;82016,07;ativo;0,0;;
ANON-87F9F6C034BC;20890,88;60;2,0019;26,8525;601,26;2022-04-22;2027-04-22;47;6822,52;ativo;0,0;2025-12-06;2026-01-07
ANON-1F87633196DD;64340,29;72;1,8151;24,0927;1608,28;2022-04-27;2028-04-27;47;32091,49;ativo;0,0;;
ANON-48A22B939ADF;47372,24;36;2,0003;26,8287;1858,64;2022-04-29;2025-04-29;36;0,0;ativo;0,0;;
ANON-899603D24B02;142986,39;96;1,7282;22,8277;3062,19;2022-04-29;2030-04-29;96;0,0;liquidado;0,0;;
ANON-A63DFD4FE7B1;2847,18;84;1,7694;23,426;65,36;2022-05-04;2029-05-04;46;1796,93;ativo;0,0;;
ANON-A90F59557D36;19221,14;60;2,2507;30,6157;587,02;2022-05-06;2027-05-06;46;6982,82;ativo;0,0;;
ANON-01BFDBBC2F1A;29758,12;72;1,7178;22,6771;723,41;2022-05-07;2028-05-07;72;0,0;liquidado;0,0;;
ANON-586E8EB133FD;13587,65;24;1,461;19,0117;675,28;2022-05-09;2024-05-09;24;0,0;ativo;0,0;;
ANON-7473E78FFE57;50138,02;12;1,6265;21,3623;4632,95;2022-05-12;2023-05-12;12;0,0;liquidado;0,0;;
ANON-EBDE5C73CC1B;148090,76;48;1,486;19,3641;4337,18;2022-05-14;2026-05-14;48;0,0;liquidado;0,0;;
ANON-F59E934C48D5;72085,35;12;2,1044;28,3907;6860,14;2022-05-14;2023-05-14;12;0,0;liquidado;0,0;;
ANON-B66A68E7AE21;73560,33;24;1,5317;20,0107;3685,97;2022-05-18;2024-05-18;24;0,0;ativo;0,0;;
ANON-CD7590D8A318;102916,02;96;2,2194;30,1367;2600,21;2022-05-19;2030-05-19;46;78064,46;inadimplente;16566,17;2025-02-03;
ANON-F4C8D92B7F85;112105,58;72;1,5564;20,3615;2599,96;2022-05-20;2028-05-20;46;55246,0;ativo;0,0;;
ANON-FC9CC453104E;22835,48;12;2,3665;32,4019;2208,21;2022-05-21;2023-05-21;12;0,0;inadimplente;2208,21;2024-03-23;
ANON-1C51BB75CAD1;71296,93;36;1,9527;26,1202;2775,98;2022-05-25;2025-05-25;36;0,0;liquidado;0,0;;
ANON-E97ECA765551;123151,86;48;2,1271;28,7336;4119,52;2022-05-28;2026-05-28;46;7983,42;ativo;0,0;;
ANON-FBAB801F2811;128617,9;72;1,4606;19,0061;2899,22;2022-06-03;2028-06-03;45;64305,34;ativo;0,0;;
ANON-56FF108A1B3F;68980,85;84;1,6641;21,9022;1530,52;2022-06-04;2029-06-04;45;43653,44;ativo;0,0;;
ANON-5F42D7A218C6;146907,24;48;2,2612;30,7768;5047,53;2022-06-07;2026-06-07;48;0,0;liquidado;0,0;;
ANON-56CF47ED1884;117124,27;36;2,2638;30,8167;4792,04;2022-06-07;2025-06-07;36;0,0;inadimplente;4792,04;2025-01-20;
ANON-22CA0B90A8FD;39348,47;12;2,0257;27,2082;3726,65;2022-06-11;2023-06-11;12;0,0;ativo;0,0;;
ANON-8859AB154AC7;84448,56;24;1,569;20,5408;4249,88;2022-06-12;2024-06-12;24;0,0;liquidado;0,0;;
ANON-A046603B140B;102182,06;12;2,0901;28,1751;9715,84;2022-06-14;2023-06-14;12;0,0;ativo;0,0;;
ANON-F81CBA4B00CA;110526,99;96;2,1733;29,4342;2751,35;2022-06-15;2030-06-15;45;84309,63;ativo;0,0;;
ANON-141E5CC7628A;13867,59;84;1,5145;19,7669;292,88;2022-06-15;2029-06-15;45;8578,15;ativo;0,0;;
ANON-0FD4E51F677F;21495,9;24;1,6858;22,2148;1096,46;2022-06-15;2024-06-15;24;0,0;ativo;0,0;;
ANON-03063BCCEDDE;62647,61;12;1,6575;21,8072;5800,03;2022-06-15;2023-06-15;12;0,0;inadimplente;5800,03;2023-07-12;
ANON-2E558EA89F7D;58389,99;84;1,4419;18,7431;1203,49;2022-06-20;2029-06-20;45;35709,26;ativo;0,0;2023-11-30;2025-01-20
ANON-8884E8C2DE31;66132,08;12;2,3439;32,0516;6386,25;2022-06-28;2023-06-28;12;0,0;liquidado;0,0;2024-09-05;2025-03-27
ANON-92CEFBB795A9;24012,25;96;1,9057;25,4243;546,9;2022-06-28;2030-06-28;45;17740,2;inadimplente;1680,76;2022-12-19;
ANON-498F1547B8EA;124180,52;36;2,1903;29,6929;5022,09;2022-06-29;2025-06-29;36;0,0;ativo;0,0;;
ANON-BB0A6632390B;13021,38;60;2,307;31,4814;402,95;2022-06-29;2027-06-29;45;5060,68;ativo;0,0;;
ANON-5F75F1D30E1F;69957,04;60;1,7329;22,8958;1884,51;2022-07-02;2027-07-02;44;26137,06;ativo;0,0;;
ANON-355CED31E58C;64178,55;48;2,3956;32,8543;2264,28;2022-07-02;2026-07-02;44;8539,65;ativo;0,0;;
ANON-A59D975F6384;112874,61;36;2,2572;30,7154;4613,36;2022-07-06;2025-07-06;36;0,0;ativo;0,0;2023-09-15;2024-09-18
ANON-F6752E0CF339;75680,16;36;1,6717;22,0116;2814,88;2022-07-06;2025-07-06;36;0,0;ativo;0,0;;
ANON-773EFF218554;37426,9;72;1,5545;20,3345;867,52;2022-07-08;2028-07-08;44;19573,38;ativo;0,0;;
ANON-5E3242D09ABD;123424,47;12;2,1606;29,2413;11786,38;2022-07-10;2023-07-10;12;0,0;ativo;0,0;2022-09-19;2024-06-23
ANON-E430291E20E3;114392,21;60;1,6469;21,6549;3015,62;2022-07-13;2027-07-13;44;42113,99;ativo;0,0;2023-07-16;2025-06-03
ANON-E239BCAD143B;120877,35;96;2,1939;29,7477;3029,08;2022-07-15;2030-07-15;44;93400,32;ativo;0,0;2024-02-19;2025-01-25
ANON-BB1858A8CAD0;71024,84;12;1,6174;21,2319;6559,27;2022-07-17;2023-07-17;12;0,0;ativo;0,0;2025-03-18;2025-09-26
ANON-A302D3421811;28482,45;36;2,3443;32,0578;1180,16;2022-07-18;2025-07-18;36;0,0;ativo;0,0;;
ANON-B5D445770A47;106382,81;72;1,5484;20,2478;2461,42;2022-07-19;2028-07-19;44;55580,62;ativo;0,0;;
ANON-46EB9E41FDF6;138572,1;48;1,7234;22,7582;4267,23;2022-07-22;2026-07-22;48;0,0;liquidado;0,0;;
ANON-EE531F86F781;76388,7;84;1,7424;23,0336;1738,35;2022-07-25;2029-07-25;44;49774,44;ativo;0,0;;
ANON-6539BF55EC4D;139250,88;60;1,905;25,414;3914,36;2022-07-26;2027-07-26;44;53550,13;ativo;0,0;;
ANON-9408C7CDC2C7;106963,26;96;1,6612;21,8605;2236,85;2022-08-01;2030-08-01;43;78420,09;ativo;0,0;;
ANON-AFC63BFB3FD3;80241,75;84;1,9;25,3401;1919,57;2022-08-03;2029-08-03;43;54330,9;ativo;0,0;2022-08-14;2025-01-18
ANON-BB6B20C3AE40;19858,01;72;1,4497;18,8527;446,17;2022-08-03;2028-08-03;72;0,0;liquidado;0,0;;
ANON-B98D5863E461;78163,91;96;1,8302;24,3137;1734,69;2022-08-04;2030-08-04;43;58535,24;ativo;0,0;2026-01-24;2026-02-17
ANON-98146A28FE9F;21648,5;72;1,5608;20,4241;502,73;2022-08-07;2028-08-07;43;11654,05;ativo;0,0;2023-01-03;2024-06-27
ANON-66B7ADF3D6CC;104524,95;84;1,9764;26,4725;2560,55;2022-08-07;2029-08-07;43;71483,69;ativo;0,0;2024-03-24;2024-07-17
ANON-BE9A16970C17;125770,14;60;2,1597;29,2276;3759,39;2022-08-08;2027-08-08;43;53018,46;inadimplente;3759,39;2023-06-21;
ANON-C29F8B3490D9;137917,55;72;1,5495;20,2634;3192,08;2022-08-08;2028-08-08;43;74112,79;ativo;0,0;;
ANON-08E725243E4C;82202,46;48;1,9583;26,2034;2657,26;2022-08-08;2026-08-08;43;12540,07;ativo;0,0;;
ANON-7BCD6B5998B7;89839,67;72;1,975;26,4517;2348,86;2022-08-09;2028-08-09;43;51481,1;ativo;0,0;;
ANON-685DAEC9476B;31449,57;96;1,5997;20,9788;643,3;2022-08-10;2030-08-10;43;22872,53;ativo;0,0;;
ANON-E666DD0C091D;114464,65;24;1,9059;25,4273;5987,55;2022-08-12;2024-08-12;24;0,0;ativo;0,0;;
ANON-C0BF1594C30F;27872,7;96;2,142;28,9592;686,82;2022-08-12;2030-08-12;43;21636,72;ativo;0,0;;
ANON-3263EF556250;109694,77;12;1,4926;19,4573;10052,18;2022-08-13;2023-08-13;12;0,0;ativo;0,0;;
ANON-448D32B1F761;25071,06;48;1,6733;22,0346;763,99;2022-08-14;2026-08-14;48;0,0;liquidado;0,0;;
ANON-08638A791941;25596,71;36;1,6434;21,6047;947,63;2022-08-15;2025-08-15;36;0,0;ativo;0,0;;
ANON-AAF062A988B9;62015,85;36;1,9684;26,3535;2420,73;2022-08-16;2025-08-16;36;0,0;ativo;0,0;;
ANON-5DF4B74D367A;72953,27;72;1,9017;25,3652;1868,73;2022-08-16;2028-08-16;72;0,0;liquidado;0,0;;
ANON-0CDAA772E8E3;43959,47;36;2,0109;26,9869;1727,68;2022-08-20;2025-08-20;36;0,0;ativo;0,0;;
ANON-E526C74A4D90;80622,39;72;1,786;23,6678;1998,64;2022-08-20;2028-08-20;43;44932,85;ativo;0,0;;
ANON-6C337FBCA90E;47545,78;36;1,8931;25,2383;1833,48;2022-08-20;2025-08-20;36;0,0;ativo;0,0;;
ANON-2E64C4CD3209;48747,78;84;2,1728;29,4266;1267,54;2022-08-21;2029-08-21;43;34171,37;ativo;0,0;2025-06-25;2025-08-30
ANON-39CC65A583E3;143992,5;36;1,8613;24,7701;5524,17;2022-08-22;2025-08-22;36;0,0;ativo;0,0;;
ANON-1874D92B5BB9;101899,22;24;1,8855;25,1263;5317,9;2022-08-25;2024-08-25;24;0,0;liquidado;0,0;2023-01-04;2024-08-08
ANON-45C4EAED54CE;123139,29;12;1,824;24,223;11518,51;2022-08-29;2023-08-29;12;0,0;ativo;0,0;;
ANON-D7C37456AF55;21604,76;24;1,5367;20,0816;1083,2;2022-08-30;2024-08-30;24;0,0;ativo;0,0;2024-09-30;2025-05-04
ANON-2E2C17E6286F;74987,26;36;2,3428;32,0345;3106,35;2022-08-31;2025-08-31;36;0,0;ativo;0,0;;
ANON-4A79DB69E929;92515,62;60;1,4576;18,9639;2323,76;2022-09-01;2027-09-01;42;36558,04;ativo;0,0;;
ANON-050D2F05428A;52853,94;60;2,3421;32,0237;1649,01;2022-09-01;2027-09-01;60;0,0;liquidado;0,0;2025-05-08;2026-02-23
ANON-2A6BD4DB6F4E;106903,47;84;1,7922;23,7582;2471,83;2022-09-05;2029-09-05;42;72514,68;ativo;0,0;;
ANON-C7FCB50CF055;88633,81;12;2,2173;30,1047;8493,43;2022-09-06;2023-09-06;12;0,0;liquidado;0,0;;
ANON-A38E1BCCA5A3;31734,66;24;1,5831;20,7418;1599,66;2022-09-10;2024-09-10;24;0,0;ativo;0,0;;
ANON-D47D3A0A3826;119792,07;72;1,4144;18,3574;2663,09;2022-09-11;2028-09-11;42;64739,23;ativo;0,0;2023-04-04;2026-02-08
ANON-7C812C5E33F5;100598,09;36;1,4125;18,3308;3584,09;2022-09-11;2025-09-11;36;0,0;inadimplente;3584,09;2023-04-26;
ANON-66C75C9569B7;139837,4;48;2,3898;32,764;4928,0;2022-09-13;2026-09-13;42;27244,39;ativo;0,0;;
ANON-15C624AB0B1E;89227,79;48;1,9619;26,2569;2886,48;2022-09-17;2026-09-17;42;16189,24;ativo;0,0;;
ANON-76CFD1508BF2;24995,81;84;2,1469;29,0334;644,93;2022-09-18;2029-09-18;42;17730,4;ativo;0,0;2025-09-09;2025-12-23
ANON-6F27FDEBD74F;65416,47;60;2,3995;32,915;2068,24;2022-09-18;2027-09-18;42;29945,13;ativo;0,0;2024-02-27;2026-03-01
ANON-E3D1CD836246;107523,72;48;1,9705;26,3847;3484,46;2022-09-20;2026-09-20;42;19537,41;ativo;0,0;;
ANON-02C022B5C3B8;71704,98;48;2,0028;26,866;2339,05;2022-09-22;2026-09-22;42;13100,77;ativo;0,0;;
ANON-8AB230F47613;86534,27;72;2,3792;32,5992;2522,99;2022-09-23;2028-09-23;72;0,0;liquidado;0,0;;
ANON-F3AFDE2F7B90;66309,13;84;1,794;23,7845;1534,08;2022-09-25;2029-09-25;42;44989,5;ativo;0,0;;
ANON-8EF71637F48A;23717,51;12;1,4538;18,9104;2168,17;2022-09-25;2023-09-25;12;0,0;liquidado;0,0;;
ANON-A30A6911BC3E;57414,52;96;1,9525;26,1173;1328,61;2022-09-26;2030-09-26;96;0,0;liquidado;0,0;;
ANON-42378746EAB9;114575,45;48;2,1791;29,5224;3872,8;2022-09-27;2026-09-27;42;21562,71;ativo;0,0;;
ANON-74CA9C2E8ACE;8073,55;24;1,7745;23,5002;416,03;2022-09-27;2024-09-27;24;0,0;ativo;0,0;;
ANON-E7CCE73B82BC;143123,63;24;2,1736;29,4388;7716,73;2022-09-28;2024-09-28;24;0,0;inadimplente;7716,73;2024-05-24;
ANON-E54CAEF8C87C;7433,11;24;1,6414;21,5759;377,21;2022-10-02;2024-10-02;24;0,0;ativo;0,0;;
